,Region,Total_Amount,Años en entregar,Month Created,Product_Name,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
5237,Americas,2.9427598195453646,0,8,Product_Name_325,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
5241,Americas,2.7817571286655247,0,8,Product_Name_305,Person_Name_3,2016,Q3,1,1,1,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
5256,Americas,2.5116839718436674,0,8,Product_Name_310,Person_Name_3,2016,Q3,0,0,1,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7975,Americas,2.9915210276891018,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7979,Americas,2.869159398702677,1,9,Product_Name_308,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7982,Americas,2.961572438964171,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7986,Americas,2.927570994524952,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7989,Americas,3.05022022139998,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
7992,Americas,2.934788078929422,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8001,Americas,2.9499603900398728,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8004,Americas,2.9499603900398728,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8011,Americas,3.016466066557619,1,9,Product_Name_307,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8017,Americas,2.8809066899045113,1,9,Product_Name_308,Person_Name_3,2016,Q3,0,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8024,Americas,2.900811860171268,1,9,Product_Name_308,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8047,Americas,2.9507715776459946,1,10,Product_Name_307,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8048,Americas,2.913826691039111,1,10,Product_Name_287,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8075,Americas,2.8875839491665083,1,11,Product_Name_308,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8076,Americas,2.8875839491665083,1,11,Product_Name_308,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8084,Americas,2.9185789979670864,1,11,Product_Name_307,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8085,Americas,2.9185783698990284,1,11,Product_Name_286,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
8098,Americas,2.98559830479498,1,12,Product_Name_307,Person_Name_3,2016,Q3,1,1,0,2.544619754292987,2.686714229478509,2.646111504476309,2.2251027358915856
4973,Americas,2.821067450221518,0,1,Product_Name_306,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
4978,Americas,2.667616402023432,0,1,Product_Name_88,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
4979,Americas,2.667616402023432,0,1,Product_Name_88,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
4980,Americas,2.667616402023432,0,1,Product_Name_88,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5011,Americas,2.8746355679750724,0,3,Product_Name_308,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5071,Americas,2.8192706540893355,0,4,Product_Name_407,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5124,Americas,2.3891153522604474,0,6,Product_Name_104,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5156,Americas,2.765450564861263,0,6,Product_Name_323,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5165,Americas,2.77097424710194,0,6,Product_Name_379,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5166,Americas,2.7281162968530754,0,6,Other,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5167,Americas,2.841004680542536,0,6,Product_Name_382,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5168,Americas,2.801539147414871,0,6,Other,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5171,Americas,2.886539788126674,0,6,Product_Name_382,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5193,Americas,2.853257761522758,0,7,Product_Name_382,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5194,Americas,2.904745670970472,0,7,Product_Name_326,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5200,Americas,2.7973733893519737,0,7,Other,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5207,Americas,2.680290022846591,0,7,Product_Name_310,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5224,Americas,2.7490278146176594,0,7,Product_Name_379,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5225,Americas,2.774861105586629,0,7,Product_Name_379,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5227,Americas,2.677238502430678,0,8,Product_Name_310,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5231,Americas,2.78081238403863,0,8,Product_Name_380,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5258,Americas,2.6601094535455876,0,8,Product_Name_310,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5283,Americas,2.859679455310627,0,9,Product_Name_382,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5285,Americas,2.5470481592870393,0,9,Product_Name_167,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5295,Americas,2.730231619308155,0,9,Product_Name_379,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5296,Americas,2.7229896008790435,0,9,Product_Name_379,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5297,Americas,2.876404611549084,0,9,Product_Name_407,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5322,Americas,2.9045421984059714,0,9,Product_Name_325,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5326,Americas,2.715502491979556,0,9,Product_Name_284,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5352,Americas,2.6658239159359214,0,10,Product_Name_310,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5353,Americas,2.609522238650302,0,10,Product_Name_167,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5364,Americas,2.3674089557541254,0,10,Product_Name_310,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5372,Americas,2.5803029933303843,0,10,Product_Name_310,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5423,Americas,2.6350605259505238,0,10,Product_Name_310,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5425,Americas,2.778496896483244,0,10,Product_Name_306,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5429,Americas,2.4413396714925333,0,10,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5458,Americas,2.4586560858894857,0,11,Product_Name_167,Person_Name_3,2016,Q4,0,0,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5483,Americas,2.4999240166375274,0,11,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5505,Americas,2.546074847285057,0,11,Product_Name_167,Person_Name_3,2016,Q4,1,1,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5508,Americas,2.4413396714925333,0,11,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5516,Americas,2.4999240166375274,0,12,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5520,Americas,2.8317455387385757,0,12,Product_Name_382,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5599,Americas,2.4489135294283626,0,12,Product_Name_153,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5620,Americas,2.5046317221511507,0,12,Product_Name_289,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5621,Americas,2.576247360650602,0,12,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
5628,Americas,2.4413396714925333,0,12,Product_Name_167,Person_Name_3,2016,Q4,0,0,1,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
7976,Americas,2.934788078929422,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
7983,Americas,2.9499603900398728,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
7990,Americas,3.03510564757081,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
7993,Americas,2.934788078929422,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8002,Americas,2.9499603900398728,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8012,Americas,2.9701535960741223,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8015,Americas,2.9499603900398728,1,9,Product_Name_307,Person_Name_3,2016,Q4,0,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8023,Americas,2.884869098934488,1,9,Product_Name_308,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8045,Americas,2.9499603900398728,1,10,Product_Name_307,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
8046,Americas,2.9129849608603906,1,10,Product_Name_287,Person_Name_3,2016,Q4,1,1,0,2.491968503783087,2.547704241558884,2.686714229478509,1.9116995404669126
4710,Americas,2.5180763907821357,1,12,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4711,Americas,2.386965925956183,1,12,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4733,Americas,2.8850284450865775,0,1,Product_Name_382,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4734,Americas,2.6455467896080456,0,1,Product_Name_383,Person_Name_3,2017,Q1,1,1,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4735,Americas,2.608959187718387,0,1,Product_Name_289,Person_Name_3,2017,Q1,1,1,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4760,Americas,2.4413396714925333,0,1,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4781,Americas,2.6784655151505965,0,1,Product_Name_226,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4782,Americas,2.5180763907821357,0,1,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4787,Americas,2.6388513555617634,0,2,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4788,Americas,2.6388513555617634,0,2,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4832,Americas,2.703684393390363,0,2,Product_Name_404,Person_Name_3,2017,Q1,0,0,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4835,Americas,2.4999240166375274,0,2,Product_Name_167,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4958,Americas,2.508087035310348,0,3,Product_Name_408,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
4977,Americas,2.772543762164885,1,1,Product_Name_86,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5043,Americas,2.913562667625415,1,3,Product_Name_381,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5111,Americas,2.800055255623652,1,4,Product_Name_306,Person_Name_3,2017,Q1,0,0,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5128,Americas,2.879978926001305,1,5,Product_Name_308,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5271,Americas,2.788504629840274,1,9,Product_Name_306,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5278,Americas,2.7545142633335766,1,9,Product_Name_379,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5294,Americas,2.8901990862339875,1,9,Product_Name_166,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5369,Americas,2.832699198952243,1,10,Other,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5396,Americas,2.8439624868863063,1,10,Product_Name_402,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5409,Americas,2.7482510386279446,1,10,Product_Name_323,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5410,Americas,2.7785136492363516,1,10,Other,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5424,Americas,2.6750620909278915,1,10,Product_Name_310,Person_Name_3,2017,Q1,1,1,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5426,Americas,2.799532325960995,1,10,Product_Name_380,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5455,Americas,2.775093536607305,1,10,Product_Name_306,Person_Name_3,2017,Q1,1,1,1,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5467,Americas,2.8432854854650813,1,11,Product_Name_326,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5484,Americas,2.7404498001682445,1,11,Product_Name_284,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5485,Americas,2.682108827301005,1,11,Product_Name_289,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5524,Americas,2.9505425513710852,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5525,Americas,2.7919104113702238,1,12,Product_Name_380,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5526,Americas,2.7919104113702238,1,12,Product_Name_380,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5527,Americas,2.916587600572846,1,12,Product_Name_381,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5528,Americas,2.891387835556495,1,12,Product_Name_376,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5529,Americas,2.9178524553817744,1,12,Product_Name_381,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5530,Americas,2.8796279509702867,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5531,Americas,2.8437591546562224,1,12,Product_Name_264,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5532,Americas,2.8811099724066267,1,12,Other,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5534,Americas,2.749811658248786,1,12,Product_Name_201,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5535,Americas,2.7576087455051805,1,12,Product_Name_379,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5536,Americas,2.703095186276093,1,12,Product_Name_379,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5537,Americas,2.9195369189733644,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5538,Americas,2.9195369189733644,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5539,Americas,2.8693041752469486,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5541,Americas,2.814114311451704,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5543,Americas,2.750108142161132,1,12,Product_Name_379,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5544,Americas,2.8537394976863095,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5545,Americas,2.7836481211958843,1,12,Product_Name_324,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5546,Americas,2.905082713298551,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5547,Americas,2.833532570507954,1,12,Product_Name_326,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5548,Americas,2.877687913216794,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5549,Americas,2.840260812415718,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5550,Americas,2.7919104113702238,1,12,Product_Name_380,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5551,Americas,2.872096993057087,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5552,Americas,2.9204433977272273,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5553,Americas,2.816463138438992,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5554,Americas,2.8526082344101016,1,12,Product_Name_166,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5556,Americas,2.8629019043701356,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5557,Americas,2.686067344687731,1,12,Product_Name_327,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5558,Americas,2.7082466628306743,1,12,Product_Name_163,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5559,Americas,2.933145444094786,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5560,Americas,2.814908150923148,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5561,Americas,2.8040094494049033,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5562,Americas,2.9421408744017534,1,12,Product_Name_381,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5563,Americas,2.843187690527203,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5564,Americas,2.89095569551729,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5565,Americas,2.921737197065297,1,12,Product_Name_406,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5566,Americas,2.812638481679924,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5568,Americas,2.772015911173034,1,12,Product_Name_404,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5582,Americas,2.71890999764007,1,12,Product_Name_379,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5583,Americas,2.687277820661249,1,12,Product_Name_383,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5584,Americas,2.6682953323674012,1,12,Product_Name_383,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5585,Americas,2.65427693010048,1,12,Product_Name_383,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5586,Americas,2.6082758432918913,1,12,Product_Name_383,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5587,Americas,2.847481315146767,1,12,Product_Name_407,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5590,Americas,2.8835574578100482,1,12,Product_Name_382,Person_Name_3,2017,Q1,1,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5592,Americas,2.839476460505185,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5593,Americas,2.9532783281135426,1,12,Product_Name_401,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5594,Americas,2.8799497089730406,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5595,Americas,2.8680832026431564,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5596,Americas,2.881928016020168,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5597,Americas,2.8599569758562353,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,0,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5598,Americas,2.9754009356786115,1,12,Product_Name_401,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5600,Americas,2.86108351181545,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5601,Americas,2.8435014148776583,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5602,Americas,2.9331357226805768,1,12,Product_Name_401,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5603,Americas,2.8648378774812984,1,12,Product_Name_407,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5604,Americas,2.8014826883584365,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5605,Americas,2.8924758161907898,1,12,Product_Name_401,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5606,Americas,2.9230152715151583,1,12,Product_Name_381,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5607,Americas,2.7903167412939025,1,12,Product_Name_380,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5608,Americas,2.8435014148776583,1,12,Product_Name_382,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
5609,Americas,2.801844545958788,1,12,Other,Person_Name_3,2017,Q1,0,1,0,2.553548575227325,2.613926870749155,2.547704241558884,2.256018790856575
